"Bean_Type","Broad_Bean_Origin","Cocoa_Percent","Company_Location","Company",REF,Rating,"Review_Date","Specific_Bean_Origin_or_Bar_Name"
Criollo,Bolivia,70%,Germany,Oialla by Bojessen (Malmo),761,3.5,2011,"Sylvestre, Oialla"
 ,Dominican Republic,72%,U.S.A.,Olive and Sinclair,486,3.0,2010,Dominican Republic prototype
Forastero,Ghana,72%,U.S.A.,Olive and Sinclair,486,3.0,2010,Ghana prototype
 ,Carribean,76%,Canada,Olivia,688,2.0,2011,Carribean-Raw
 ,Carribean,76%,Canada,Olivia,688,2.75,2011,Carribean
 ,Carribean,85%,Canada,Olivia,688,2.75,2011,Carribean
 ,Carribean,85%,Canada,Olivia,688,3.0,2011,Carribean-Raw
Forastero,Ghana,80%,Ghana,Omanhene,693,2.75,2011,Ghana
Trinitario,Tanzania,70%,Iceland,Omnom,1816,3.75,2016,"Kakao Kamili, Kilombero Valley"
 ,Papua New Guinea,70%,Iceland,Omnom,1247,3.0,2014,Papua New Guinea
Trinitario,Madagascar,66%,Iceland,Omnom,1247,3.5,2014,Madagascar
Trinitario,Belize,74%,Canada,organicfair,1161,2.75,2013,Maya Mountain
 ,Dominican Republic,72%,Canada,organicfair,1165,2.75,2013,La Red
Trinitario,Nicaragua,72%,Canada,organicfair,1165,2.75,2013,Nicaraqua
 ,Dominican Republic,72%,Canada,organicfair,1165,3.0,2013,Caribe
Trinitario,Ecuador,72%,Canada,organicfair,1165,3.0,2013,Mindo
 ,Papua New Guinea,68%,Switzerland,Original Beans (Felchlin),1438,2.75,2014,Papua Kerafat
Blend,,80%,Switzerland,Original Beans (Felchlin),1442,3.25,2014,"Grand Cru Blend No.1, 5 yr. Anniversary Ed"
 ,Bolivia,66%,Switzerland,Original Beans (Felchlin),733,3.75,2011,"Alto Beni, Wild Harvest, Itenez R. 24hr c."
Forastero,Congo,70%,Switzerland,Original Beans (Felchlin),331,3.0,2009,"D.R. Congo, Cru Virunga"
Criollo,Peru,75%,Switzerland,Original Beans (Felchlin),341,3.0,2009,"Piura, Apotequil, ""Porcelana"" 72hr c."
 ,Bolivia,68%,Switzerland,Original Beans (Felchlin),341,3.25,2009,"Alto Beni, Wild Harvest, Itenez R., 60hr c."
Criollo,Hawaii,60%,U.S.A.,Original Hawaiin Chocolate Factory,316,3.0,2009,"Hawai'i, Kona Grand Cru E."
 ,Hawaii,60%,U.S.A.,Original Hawaiin Chocolate Factory,24,3.0,2006,"Hawai'i, Kona Estate Grown"
 ,Peru,65%,Peru,Orquidea,859,3.0,2012,Peru
 ,Peru,72%,Peru,Orquidea,859,3.0,2012,Peru
 ,Colombia,70%,Ecuador,Pacari,1848,4.0,2016,"Sierra Nevada, Tutu Iku"
 ,Ecuador,70%,Ecuador,Pacari,1415,3.25,2014,Garaua
 ,Ecuador,70%,Ecuador,Pacari,1415,3.5,2014,Cumbia
 ,Ecuador,70%,Ecuador,Pacari,1415,3.75,2014,Montubia
 ,Ecuador,70%,Ecuador,Pacari,1415,4.0,2014,Tangara
 ,Ecuador,85%,Ecuador,Pacari,817,2.75,2012,"Ecuador, raw"
 ,Peru,70%,Ecuador,Pacari,863,4.0,2012,Piura
 ,Ecuador,70%,Ecuador,Pacari,721,3.5,2011,Nube- prototype
Forastero (Arriba),Ecuador,60%,Ecuador,Pacari,224,2.5,2008,Esmeraldas
Forastero (Arriba),Ecuador,65%,Ecuador,Pacari,224,2.75,2008,Manabi
Forastero (Arriba),Ecuador,72%,Ecuador,Pacari,224,3.0,2008,Los Rios
Forastero (Arriba),Ecuador,100%,Ecuador,Pacari,266,2.0,2008,Raw
Forastero (Arriba),Ecuador,70%,Ecuador,Pacari,266,3.5,2008,Raw
 ,Guatemala,70%,Canada,Palette de Bine,1720,2.75,2016,Lachua
Trinitario,Belize,72%,Canada,Palette de Bine,1720,3.0,2016,Maya Mtn
 ,Bolivia,70%,Canada,Palette de Bine,1570,3.25,2015,"Silvestre, La Paz, Beni"
Trinitario,Trinidad,70%,Canada,Palette de Bine,1570,3.25,2015,"San Juan Estate, Gran Couva"
 ,Tanzania,72%,Canada,Palette de Bine,1574,3.5,2015,Kokoa Kamili
Trinitario,Vietnam,72%,Canada,Palette de Bine,1574,3.75,2015,Lam Dong
 ,Bolivia,72%,Canada,Palette de Bine,1239,2.75,2014,"Alto Beni, Palos Blancos"
Trinitario,Madagascar,78%,Canada,Palette de Bine,1239,3.75,2014,Sambirano
 ,Ecuador,75%,Canada,Palette de Bine,1303,2.75,2014,"Camino Verde P., Balao, Guayas"
Trinitario,Trinidad,70%,Canada,Palette de Bine,1399,3.75,2014,Gran Couva
 ,Fiji,76%,Spain,Pangea,1860,3.0,2016,Matasawalevu
 ,South America,65%,U.S.A.,Park 75,1363,3.5,2014,South America
 ,Tanzania,70%,U.S.A.,Parliament,1856,3.25,2016,Kilombero Valley
 ,Guatemala,70%,U.S.A.,Parliament,1542,3.5,2015,"Lachua, Q'egchi families"
 ,Bolivia,70%,U.S.A.,Parliament,1251,3.0,2014,Alto Beni
 ,Dominican Republic,70%,U.S.A.,Parliament,1255,3.5,2014,Oko Caribe
 ,Peru,55%,Peru,Pascha,1137,2.5,2013,Peru
 ,Peru,70%,Peru,Pascha,1137,2.75,2013,Peru
Blend,,70%,U.S.A.,Patric,636,3.75,2011,Signature Blend
Trinitario,Madagascar,75%,U.S.A.,Patric,331,4.0,2009,Madagascar
Trinitario,Madagascar,67%,U.S.A.,Patric,439,3.5,2009,Madagascar
Trinitario,Venezuela,70%,U.S.A.,Patric,439,3.5,2009,"Rio Caribe, Paria Penninsula"
Trinitario,Madagascar,70%,U.S.A.,Patric,196,4.0,2007,Madagascar
 ,Peru,67%,U.S.A.,Patric,1034,4.0,2013,"Piura, Choc. Garage Exclusive"
Trinitario,Madagascar,73%,U.K.,Paul Young,1271,2.25,2014,"Madagascar, w/ shell"
Trinitario,Madagascar,64%,U.K.,Paul Young,1271,2.75,2014,"Madagascar, w/ shell"
 ,Dominican Republic,82%,U.S.A.,Peppalo,1454,3.0,2015,Dominican Republic
Forastero,Cameroon,70%,Belgium,Pierre Marcolini,1658,3.25,2015,"Haut Penja, w/ nibs"
Criollo,Venezuela,75%,Belgium,Pierre Marcolini,478,3.0,2010,Chuao
Trinitario,Trinidad,75%,Belgium,Pierre Marcolini,478,3.25,2010,Trinite
"Criollo, Forastero",Cuba,78%,Belgium,Pierre Marcolini,516,3.75,2010,"Baracoa, Cuba"
Criollo,Peru,85%,Belgium,Pierre Marcolini,531,3.0,2010,"Peru, Las Pampas P."
Forastero,Brazil,72%,Belgium,Pierre Marcolini,414,3.0,2009,"Bahia Brazil, Fazenda Sao Pedro"
Criollo,Mexico,72%,Belgium,Pierre Marcolini,445,3.0,2009,"Porcelana, Tabasco, Finca La Joya"
Forastero (Nacional),Ecuador,72%,Belgium,Pierre Marcolini,129,3.75,2007,"Los Rios, Puerto Romero, Equateur"
Trinitario,Madagascar,72%,Belgium,Pierre Marcolini,141,4.0,2007,"Sambirano, Ambanja, Madagascar"
Blend,Venezuela/ Ghana,85%,Belgium,Pierre Marcolini,166,3.5,2007,Fleur de Cacao
Criollo,Mexico,72%,Belgium,Pierre Marcolini,81,4.0,2006,"Porcelana, Tabasco, Limited Ed."
Criollo,Indonesia,72%,Belgium,Pierre Marcolini,93,3.0,2006,"Kendem Lembu, Java"
Criollo,Venezuela,72%,Belgium,Pierre Marcolini,93,4.0,2006,"Ocumare, Puerto Cabello, Venezuela"
 ,Honduras,80%,U.S.A.,Pinellas,1772,2.5,2016,Wampusirpi Region
 ,Nicaragua,62%,U.S.A.,Pitch Dark,1506,2.5,2015,Tenor
 ,Nicaragua,80%,U.S.A.,Pitch Dark,1506,2.75,2015,Johe
"Criollo, Trinitario",Nicaragua,80%,U.S.A.,Pitch Dark,1510,2.75,2015,Chuno
Trinitario,Nicaragua,80%,U.S.A.,Pitch Dark,1510,2.75,2015,Nicalizo
 ,Nicaragua,80%,U.S.A.,Pitch Dark,1510,3.25,2015,Rugoso
Trinitario,Madagascar,73%,U.S.A.,Pitch Dark,1311,3.25,2014,Akesson Estate
Trinitario,Fiji,73%,U.S.A.,Pitch Dark,1315,2.5,2014,Namau Village
 ,Ecuador,73%,U.S.A.,Pitch Dark,1319,3.25,2014,"Camino Verde P., Balao, Guayas, ""Fruity"""
 ,Ecuador,73%,U.S.A.,Pitch Dark,1319,3.5,2014,"Camino Verde P., Balao, Guayas, ""Floral"""
 ,Dominican Republic,76%,U.S.A.,Pomm (aka Dead Dog),829,2.5,2012,"La Red, 2011"
Criollo,Peru,82%,U.S.A.,Pomm (aka Dead Dog),829,2.75,2012,Peru
 ,Dominican Republic,70%,U.S.A.,Potomac,1820,3.75,2016,"Oko Caribe, Duarte Province, 2016 H."
 ,Venezuela,70%,U.S.A.,Potomac,1387,3.75,2014,"Cuyagua, 2013"
Matina,Costa Rica,70%,U.S.A.,Potomac,647,3.5,2011,Upala w/ nibs
Matina,Costa Rica,70%,U.S.A.,Potomac,654,3.0,2011,"Upala, Batch 18"
 ,Peru,70%,U.S.A.,Potomac,789,2.75,2011,"San Martin, Amazonian Highlands"
 ,Brazil,70%,U.S.A.,Potomac,789,3.5,2011,Bahia
Matina,Costa Rica,82%,U.S.A.,Potomac,607,3.75,2010,"Upala, Batch 12"
 ,Peru,75%,France,Pralus,1446,3.25,2015,Peru
Criollo (Porcelana),Venezuela,75%,France,Pralus,717,3.25,2011,"Porcelana, S. of Lake Maracaibo"
Trinitario,Venezuela,75%,France,Pralus,486,3.5,2010,Chuao
 ,Venezuela,75%,France,Pralus,451,2.0,2009,Cuyagua
Trinitario,Papua New Guinea,75%,France,Pralus,199,3.0,2008,Papouasie
Criollo,Madagascar,100%,France,Pralus,202,3.0,2008,"Sambirano Valley, Le 100%"
 ,Dominican Republic,75%,France,Pralus,280,2.0,2008,Dominican Republic-Organic
 ,Brazil,75%,France,Pralus,280,3.5,2008,"Monte Alegre, Diego Badero"
Forastero,Sao Tome,75%,France,Pralus,162,4.0,2007,Claudio Corallo w/ nibs
Forastero,Brazil,75%,France,Pralus,105,3.0,2006,"Monte Alegre (Itacare), Brazil"
Criollo,Tanzania,75%,France,Pralus,105,3.5,2006,Tanzania
Forastero,Sao Tome & Principe,75%,France,Pralus,5,3.5,2006,Sao Tome & Principe
Trinitario,Trinidad,75%,France,Pralus,5,3.5,2006,Trinidad
Criollo,Madagascar,75%,France,Pralus,5,3.75,2006,"Madagascar, Nosy Be Isle."
Criollo,Indonesia,75%,France,Pralus,32,3.5,2006,"Java, Indonesie"
Trinitario,Venezuela,75%,France,Pralus,32,3.5,2006,"Barlovento, Venezuela"
Trinitario,Jamaica,75%,France,Pralus,32,4.0,2006,Jamaique
Trinitario,Ecuador,75%,France,Pralus,40,3.0,2006,Equateur
Trinitario,Vanuatu,75%,France,Pralus,40,3.0,2006,Vanuatu
Forastero,Ghana,75%,France,Pralus,40,3.25,2006,Ghana
Trinitario,Colombia,75%,France,Pralus,40,3.5,2006,Colombie
"Criollo, Trinitario",Ecuador,80%,France,Pralus,93,4.0,2006,Fortissima
Trinitario,Cuba,75%,France,Pralus,99,3.0,2006,Cuba
 ,Ecuador,77%,U.K.,Pump Street Bakery,1872,3.5,2016,"Chocoan Rainforest, Teroro Escondido, ESM"
Trinitario,Grenada,70%,U.K.,Pump Street Bakery,1502,3.5,2015,"Crayfish Bay Estate, 2014"
Criollo,Madagascar,74%,U.K.,Pump Street Bakery,1530,3.5,2015,"Akesson's, batch 4411"
 ,Honduras,80%,U.K.,Pump Street Bakery,1688,2.75,2015,Honduras
Trinitario,Venezuela,75%,U.K.,Pump Street Bakery,1223,2.75,2014,"Patanemo Vil., Carabobo State, Tisano family"
Forastero (Nacional),Ecuador,75%,U.K.,Pump Street Bakery,1223,3.0,2014,Guantupi River
Trinitario,Madagascar,72%,U.K.,Pump Street Bakery,1223,3.25,2014,"Akessons Estate, Sambirano, Ambanja"
Forastero (Nacional),Ecuador,85%,U.K.,Pump Street Bakery,1227,2.75,2014,Guantupi River
 ,Venezuela,73%,Italy,Pura Delizia,931,2.75,2012,Venezuela
 ,Brazil,75%,Brazil,Q Chocolate,1057,3.25,2013,Brazil
 ,Brazil,85%,Brazil,Q Chocolate,1057,3.5,2013,Brazil
 ,Brazil,55%,Brazil,Q Chocolate,1069,2.75,2013,Brazil
 ,Brazil,80%,Brazil,Q Chocolate,1069,3.25,2013,Brazil
 ,Brazil,60%,Brazil,Q Chocolate,935,3.0,2012,Brazil
 ,Brazil,65%,Brazil,Q Chocolate,935,3.25,2012,Brazil
Criollo,Mexico,70%,Mexico,Quetzalli (Wolter),1796,2.75,2016,"Mexico, Lot 28022016"
Trinitario,Mexico,74%,Mexico,Quetzalli (Wolter),1800,3.0,2016,"Uranga, Lot 22032016"
Forastero,Congo,75%,U.S.A.,Raaka,1708,2.75,2015,Virunga
Trinitario,Madagascar,75%,U.S.A.,Raaka,959,3.25,2012,Madagascar
 ,Dominican Republic,85%,U.S.A.,Raaka,785,3.5,2011,La Red
 ,Guatemala,70%,Guatemala,Rain Republic,470,2.75,2010,Suchitepequez E.
"Forastero(Arriba, CCN)",Ecuador,75%,Eucador,Rancho San Jacinto,565,3.0,2010,Ecuador
 ,Peru,70%,U.S.A.,Ranger,1558,2.5,2015,"San Martin, Batch 2"
 ,Peru,80%,U.S.A.,Ranger,1562,3.25,2015,"Chulucanas, Batch 1"
Criollo,Peru,73%,U.S.A.,Ranger,1562,3.5,2015,"Tumbes, Batch 2"
Criollo,Peru,75%,France,Raoul Boulanger,1872,3.25,2016,Piura
Criollo,,70%,Poland,Raw Cocoa,867,2.5,2012,Raw
 ,Ecuador,75%,Ecuador,Republica del Cacao (aka Confecta),494,3.25,2010,Esmeraldas
Forastero (Arriba),Ecuador,75%,Ecuador,Republica del Cacao (aka Confecta),439,2.5,2009,"Los Rios, Vinces"
Forastero (Arriba),Ecuador,75%,Ecuador,Republica del Cacao (aka Confecta),147,3.0,2007,Manabi
Forastero (Arriba),Ecuador,67%,Ecuador,Republica del Cacao (aka Confecta),147,3.5,2007,El Oro
Forastero (Arriba),Ecuador,75%,Ecuador,Republica del Cacao (aka Confecta),170,3.75,2007,Los Rios
 ,Ecuador,75%,U.S.A.,Ritual,1860,3.75,2016,"Camino Verde P., Balao, 2015 harvest, batch8"
 ,Ecuador,85%,U.S.A.,Ritual,1466,3.5,2015,"Camino Verde P., Balao, Guayas, 2014"
Blend,,70%,U.S.A.,Ritual,1466,3.5,2015,"Mid Mountain, 2014"
Trinitario,Belize,75%,U.S.A.,Ritual,1089,3.75,2013,"Toledo District, Maya"
Forastero (Nacional),Peru,75%,U.S.A.,Ritual,1181,3.0,2013,"Maranon, Cajamarca"
Trinitario,Madagascar,75%,U.S.A.,Ritual,891,4.0,2012,Sambirano
Nacional (Arriba),Ecuador,75%,U.S.A.,Ritual,967,3.25,2012,"Camino Verde P., 2012, Balao, Guayas"
Trinitario,Trinidad,75%,U.S.A.,Ritual,979,3.5,2012,Gran Couva
 ,Costa Rica,75%,U.S.A.,Ritual,745,3.5,2011,Costa Rica
 ,Costa Rica,70%,South Korea,Roasting Masters,1844,3.25,2016,"La Dorado, light roast"
 ,Costa Rica,70%,South Korea,Roasting Masters,1844,3.25,2016,"Tapanti, light roast"
 ,Costa Rica,70%,South Korea,Roasting Masters,1844,3.25,2016,Maleku
Trinitario,Madagascar,75%,Madagascar,Robert (aka Chocolaterie Robert),1061,3.25,2013,Madagascar
Trinitario,Madagascar,68%,Madagascar,Robert (aka Chocolaterie Robert),1061,3.25,2013,Madagascar w/ nibs
Trinitario,Grenada,66%,U.K.,Rococo (Grenada Chocolate Co.),923,3.5,2012,"Gru Grococo, St. Andrews"
 ,Honduras,75%,U.S.A.,Rogue,1748,3.75,2016,"La Masica, Batch 1, FHIA Research Center"
 ,Venezuela,70%,U.S.A.,Rogue,1446,3.75,2015,"Caranero, Choc. Garage Exclusive"
 ,Bolivia,75%,U.S.A.,Rogue,1566,3.25,2015,"Tranquilidad, Batch 1"
Criollo,Venezuela,80%,U.S.A.,Rogue,1209,3.75,2014,Porcelana
Trinitario,Madagascar,70%,U.S.A.,Rogue,1038,3.5,2013,"Akessons Estate, Sambirano, 2013"
 ,Dominican Republic,70%,U.S.A.,Rogue,1081,3.5,2013,"Hispaniola, 2013"
 ,Bolivia,75%,U.S.A.,Rogue,1081,4.0,2013,"Silvestre, Batch 7, 2013"
Trinitario,Jamaica,75%,U.S.A.,Rogue,1193,3.75,2013,"Bachelor's Hall E., St. Thomas Parish"
Nacional (Arriba),Ecuador,75%,U.S.A.,Rogue,979,3.75,2012,"Camino Verde P., Balao, Guayas"
Criollo,Bolivia,75%,U.S.A.,Rogue,793,3.0,2011,"Silvestre, Batch 1, 2011"
 ,Peru,75%,U.S.A.,Rogue,565,3.75,2010,Piura
Trinitario,Venezuela,70%,U.S.A.,Rogue,327,3.5,2009,Rio Caribe
 ,Dominican Republic,70%,U.S.A.,Rogue,213,2.75,2008,"Hispaniola, 2008"
Trinitario,Jamaica,70%,U.S.A.,Rogue,213,2.75,2008,Jamaica
Trinitario,Madagascar,70%,U.S.A.,Rogue,213,2.75,2008,"Sambirano, 2008"
Trinitario,Trinidad,70%,U.S.A.,Rogue,213,3.0,2008,Trinidad
 ,Venezuela,84%,Hungary,Rozsavolgyi,809,2.5,2012,Sur del Lago
Trinitario,Venezuela,76%,Hungary,Rozsavolgyi,871,2.25,2012,"Rio Caribe Superior, Paria Penninsula"
Trinitario,Madagascar,72%,Hungary,Rozsavolgyi,871,2.5,2012,"Sambirano, Akesson Estate"
Criollo,Venezuela,73%,Hungary,Rozsavolgyi,713,3.5,2011,Carenero Superior
 ,Venezuela,71%,Hungary,Rozsavolgyi,717,2.5,2011,Porcelana
 ,Venezuela,70%,Hungary,Rozsavolgyi,717,3.5,2011,"Aragua, Trincheras"
Forastero,Principe,77%,Hungary,Rozsavolgyi,765,2.75,2011,Principe
Trinitario,Madagascar,64%,Italy,S.A.I.D.,607,3.5,2010,Malgascio
 ,,100%,Italy,S.A.I.D.,615,1.5,2010,100 percent
 ,Dominican Republic,70%,Italy,S.A.I.D.,615,3.0,2010,Samana
 ,Carribean,72%,Italy,S.A.I.D.,615,3.5,2010,Arawak
 ,,72%,Italy,S.A.I.D.,615,3.5,2010,Latino
 ,Central and S. America,83%,U.S.A.,Sacred,813,2.75,2012,Midnight
 ,Central and S. America,69%,U.S.A.,Sacred,813,3.25,2012,Twilight
Forastero,Brazil,70%,Argentina,Salgado,288,3.5,2008,Bahia Superior
Forastero (Nacional),Ecuador,70%,Argentina,Salgado,288,3.5,2008,Esmeraldas
Trinitario,Venezuela,70%,Argentina,Salgado,288,3.5,2008,Carenero Superior
Forastero (Arriba) ASSS,Ecuador,70%,Argentina,Salgado,292,3.5,2008,Rio Arriba
Forastero (Nacional),Colombia,75%,Colombia,Santander (Compania Nacional),404,2.75,2009,Colombian 2008
Forastero (Nacional),Colombia,70%,Colombia,Santander (Compania Nacional),414,3.0,2009,Colombian w/ nibs
Forastero (Nacional),Colombia,53%,Colombia,Santander (Compania Nacional),32,2.0,2006,Colombian Semi Dark
Forastero (Nacional),Colombia,65%,Colombia,Santander (Compania Nacional),32,3.0,2006,Colombian
Forastero (Nacional),Colombia,70%,Colombia,Santander (Compania Nacional),32,4.0,2006,Colombian Dark
Forastero,Sao Tome,70%,France,Santome,761,2.75,2011,Sao Tome
 ,Peru,78%,U.S.A.,Scharffen Berger,959,4.0,2012,San Juan de Cheni
 ,Papua New Guinea,68%,U.S.A.,Scharffen Berger,781,3.75,2011,Markham Valley
Trinitario,Grenada,68%,U.S.A.,Scharffen Berger,464,3.5,2010,Camahogne
"Trinitario, Criollo",Madagascar,65%,U.S.A.,Scharffen Berger,464,3.75,2010,Amina
 ,Brazil,68%,U.S.A.,Scharffen Berger,336,3.75,2009,Tome Acu
Forastero,Ghana,65%,U.S.A.,Scharffen Berger,336,4.0,2009,Asante
Trinitario,Vietnam,72%,U.S.A.,Scharffen Berger,445,3.75,2009,Ben Tre
Blend,Carribean,72%,U.S.A.,Scharffen Berger,117,3.0,2007,Las Islas
 ,,62%,U.S.A.,Scharffen Berger,135,3.0,2007,Nibby
 ,Venezuela,75%,U.S.A.,Scharffen Berger,135,3.75,2007,Cuyagua
Blend,Carribean,75%,U.S.A.,Scharffen Berger,188,3.0,2007,Antilles (Trin/Gren/DR/Ven)
 ,,82%,U.S.A.,Scharffen Berger,15,2.0,2006,Extra Dark
Blend,,70%,U.S.A.,Scharffen Berger,15,3.5,2006,Bittersweet
Blend,Ghana,68%,U.S.A.,Scharffen Berger,40,2.0,2006,Kumasi Sambirano
Trinitario,Jamaica,70%,U.S.A.,Scharffen Berger,56,2.0,2006,Jamaica a l'ancienne
Blend,,62%,U.S.A.,Scharffen Berger,56,3.0,2006,Semisweet
 ,Dominican Republic,70%,U.K.,Seaforth,1658,2.75,2015,Dominican Republic
 ,Grenada,70%,U.K.,Seaforth,1658,2.75,2015,Grenada
Trinitario,Jamaica,72%,U.S.A.,Shark Mountain,1450,3.25,2015,Jamaica
Forastero,Papua New Guinea,73%,U.S.A.,Shark Mountain,1450,3.5,2015,Papua New Guinea
Criollo,Venezuela,77%,U.S.A.,Shark Mountain,1466,2.75,2015,Cuyagua
"Criollo, Trinitario",Dominican Republic,74%,U.S.A.,Shark Mountain,1466,3.5,2015,ROIG
Trinitario,Ecuador,75%,U.S.A.,Shark Mountain,1335,3.0,2014,Ecuador
"Criollo, Trinitario",Belize,72%,U.S.A.,Shark Mountain,1335,3.25,2014,"Belize, 2013"
 ,Hawaii,73%,U.S.A.,Shark's,713,2.0,2011,Hilo
 ,Hawaii,73%,U.S.A.,Shark's,721,2.5,2011,"Hilo, w/ added cocoa butter"
 ,Peru,70%,Peru,Shattel,1884,3.25,2016,Tingo Maria
Criollo,Peru,75%,Peru,Shattell,757,3.5,2011,Porcelana
 ,Costa Rica,82%,Costa Rica,Sibu,1586,3.25,2015,Oro
 ,Costa Rica,70%,Costa Rica,Sibu,1586,3.5,2015,Oscuro
 ,Peru,70%,U.S.A.,Sibu Sura,911,2.5,2012,Peru
Criollo,Belize,67%,Italy,Silvio Bessone,717,3.0,2011,Maya Belize
Forastero,Sao Tome,65%,Italy,Silvio Bessone,725,3.25,2011,"Trintade, Sao Tome"
Trinitario,Brazil,60%,Italy,Silvio Bessone,729,3.25,2011,"Bahia, Scavina"
"Criollo, Trinitario",Colombia,68%,Italy,Silvio Bessone,741,3.0,2011,"Porcelana, Colombia, Amazonas"
 ,Bolivia,73%,Canada,Sirene,1788,3.5,2016,Wild Bolivia
 ,Tanzania,73%,Canada,Sirene,1856,3.5,2016,Kokoa Kamili Coop
 ,Ecuador,73%,Canada,Sirene,1860,3.75,2016,"Esmeraldas, Salazar Farm"
Trinitario,Madagascar,100%,Canada,Sirene,1502,3.0,2015,"Somia Plantation, 2012"
 ,Ecuador,100%,Canada,Sirene,1506,3.0,2015,"Camino Verde P., Balao, Guayas, 2012"
 ,Guatemala,73%,Canada,Sirene,1614,3.0,2015,Lachua w/ cane sugar
 ,Guatemala,73%,Canada,Sirene,1614,3.25,2015,"Lachua w/ maple sugar, batch 5"
 ,Haiti,73%,Canada,Sirene,1650,3.25,2015,Pisa
Trinitario,Madagascar,67%,Canada,Sirene,1339,3.75,2014,"Somia Plantation, 2012"
Trinitario,Madagascar,73%,Canada,Sirene,1339,3.75,2014,"Somia Plantation, 2012"
 ,Ecuador,73%,Canada,Sirene,1343,3.75,2014,"Camino Verde P., Balao, Guayas"
Forastero,Ghana,70%,U.S.A.,Sjolinds,1454,2.75,2015,Ghana
 ,Nicaragua,72%,U.S.A.,Sjolinds,1462,3.0,2015,Nicaragua
 ,Dominican Republic,70%,Australia,"Smooth Chocolator, The",1940,3.5,2017,"Oko Caribe, DOR005"
Criollo,Venezuela,70%,Australia,"Smooth Chocolator, The",1740,3.75,2016,"Guasare, La Sierra de Perija, batch gua001"
Criollo,Ecuador,70%,Australia,"Smooth Chocolator, The",1740,4.0,2016,"Porcelana, Sorotaima,Machiques,batch pcl001"
 ,Belize,70%,Australia,"Smooth Chocolator, The",1756,3.75,2016,"Maya Mtn, Moho R., Toledo D."
Trinitario,Vietnam,70%,Australia,"Smooth Chocolator, The",1864,3.0,2016,Tien Giang
 ,Australia,67%,Australia,"Smooth Chocolator, The",1864,3.75,2016,Australia
 ,Guatemala,70%,Australia,"Smooth Chocolator, The",1908,3.25,2016,"Chimelb, Lanquin, Alta Verapaz, b-GUA001"
Trinitario,Madagascar,65%,Australia,"Smooth Chocolator, The",1618,3.25,2015,Akesson's Estate
Trinitario,Madagascar,70%,Australia,"Smooth Chocolator, The",1622,3.5,2015,Akesson's Estate
 ,Tanzania,67%,Australia,"Smooth Chocolator, The",1622,3.75,2015,Kokoa Kamili
Trinitario,Trinidad,70%,Australia,"Smooth Chocolator, The",1622,3.75,2015,San Juan Estate
 ,Ecuador,72%,Australia,"Smooth Chocolator, The",1622,4.0,2015,Camino Verde
 ,Bolivia,72%,Australia,"Smooth Chocolator, The",1626,2.75,2015,Bolivia
 ,Papua New Guinea,65%,Australia,"Smooth Chocolator, The",1662,3.5,2015,"Papua New Guinea, triple roast, batch 1"
Forastero (Nacional),Peru,67%,Australia,"Smooth Chocolator, The",1666,3.0,2015,"Maranon, batch 2"
Trinitario,Venezuela,70%,Australia,"Smooth Chocolator, The",1666,3.75,2015,"Chuao, batch 3"
Forastero,Ghana,67%,U.S.A.,Snake & Butterfly,693,1.5,2011,Ghana
Trinitario,Madagascar,68%,U.S.A.,Snake & Butterfly,502,3.0,2010,Madagascar
 ,Ecuador,68%,U.S.A.,Snake & Butterfly,502,3.25,2010,Ecuador
 ,Ecuador,70%,U.S.A.,Sol Cacao,1812,3.5,2016,"Ecuador, Batch 1"
Trinitario,Madagascar,72%,U.S.A.,Sol Cacao,1518,3.0,2015,Madagascar
Forastero (Nacional),Peru,68%,U.K.,Solkiki,1840,2.75,2016,"Maranon, Fortunato No. 4"
 ,Dominican Republic,85%,U.K.,Solkiki,1840,2.75,2016,"Castillo, Hispaniola, unroasted"
 ,Solomon Islands,70%,New Zealand,Solomons Gold,1792,3.25,2016,Solomon Island
 ,Solomon Islands,75%,New Zealand,Solomons Gold,1796,3.25,2016,Solomon Island w/ nibs
"Forastero, Trinitario",Uganda,70%,U.S.A.,Solstice,1335,3.0,2014,Bundibugyo
Trinitario,Madagascar,70%,U.S.A.,Solstice,1157,3.0,2013,Sambirano
 ,Venezuela,70%,U.S.A.,Solstice,1157,3.0,2013,Amazonas
 ,Bolivia,70%,U.S.A.,Solstice,1161,3.25,2013,Bolivia
 ,Peru,70%,U.S.A.,Solstice,1161,3.25,2013,San Martin
Blend,,70%,U.S.A.,Solstice,1161,3.5,2013,Wasatch
 ,Dominican Republic,62%,Canada,Soma,1820,3.5,2016,"Oko Caribe, Duarte P., Collab w Chocosol"
Trinitario,Madagascar,70%,Canada,Soma,1820,3.5,2016,"Sambirano Valley, Black Science, B-60307.0"
Forastero (Parazinho),Brazil,70%,Canada,Soma,1828,3.5,2016,"Bahia Black, batch bra50722.1"
Trinitario,Nicaragua,70%,Canada,Soma,1828,3.75,2016,"Chuno, San Jose de Bocay, Pantasma R.,B.S."
Trinitario,Vietnam,70%,Canada,Soma,1828,4.0,2016,"Tien Giang, Black S., batch VIT60420.0"
 ,Ecuador,70%,Canada,Soma,1832,3.25,2016,"Camino Verde, Black S., batch cvu6030.0"
Criollo,Venezuela,70%,Canada,Soma,1594,3.5,2015,CSB Chama
 ,Venezuela,75%,Canada,Soma,1594,4.0,2015,Porcelana
 ,Nicaragua,70%,Canada,Soma,1227,3.5,2014,"La Tronca, Matagalpa"
